"Group","Position","VideoId","Title","Url","Uploader","Channel","DurationSeconds","UploadDate","ManualCaptionLanguages","AutomaticCaptionLanguages","CaptionSource","Status","CaptionFile","TimedTranscript","CleanTranscript","Folder","Error"
"SERIES","12/13","Gq4RroXvZgk","Passage Rewind: America's Assignment Part 12","https://www.youtube.com/watch?v=Gq4RroXvZgk","Mercy Hunter","Mercy Hunter","777","20220319","","ab;aa;af;ak;sq;am;ar;hy;as;ay;az;bn;ba;eu;be;bho;bs;br;bg;my;ca;ceb;zh-Hans;zh-Hant;co;hr;cs;da;dv;nl;dz;en-orig;en;eo;et;ee;fo;fj;fil;fi;fr;gaa;gl;lg;ka;de;el;gn;gu;ht;ha;haw;iw;hi;hmn;hu;is;ig;id;iu;ga;it;ja;jv;kl;kn;kk;kha;km;rw;ko;kri;ku;ky;lo;la;lv;ln;lt;lua;luo;lb;mk;mg;ms;ml;mt;gv;mi;mr;mn;mfe;ne;new;nso;no;ny;oc;or;om;os;pam;ps;fa;pl;pt;pt-PT;pa;qu;ro;rn;ru;sm;sg;sa;gd;sr;crs;sn;sd;si;sk;sl;so;st;es;su;sw;ss;sv;tg;ta;tt;te;th;bo;ti;to;ts;tn;tum;tr;tk;uk;ur;ug;uz;ve;vi;war;cy;fy;wo;xh;yi;yo;zu","YouTube automatic captions present only; not harvested per user no-auto boundary.","BLOCKED_AUTO_CAPTIONS_ONLY","","","","C:\Users\13527\Desktop\ESO\HALL_COOP_LEY\MEDIA\03_DROP_TARGET_FOLDERS\AUDIO_OR_TRANSCRIPTS\PASSAGE_REWIND_AMERICAS_ASSIGNMENT\PART_12_13__Gq4RroXvZgk__Passage Rewind_ America's Assignment Part 12","No manual subtitles exposed. Automatic captions available but blocked."
"SERIES","13/13","wWuFC-HT8bA","Passage Rewind: America's Assignment Part 13","https://www.youtube.com/watch?v=wWuFC-HT8bA","Mercy Hunter","Mercy Hunter","805","20220331","","ab;aa;af;ak;sq;am;ar;hy;as;ay;az;bn;ba;eu;be;bho;bs;br;bg;my;ca;ceb;zh-Hans;zh-Hant;co;hr;cs;da;dv;nl;dz;en-orig;en;eo;et;ee;fo;fj;fil;fi;fr;gaa;gl;lg;ka;de;el;gn;gu;ht;ha;haw;iw;hi;hmn;hu;is;ig;id;iu;ga;it;ja;jv;kl;kn;kk;kha;km;rw;ko;kri;ku;ky;lo;la;lv;ln;lt;lua;luo;lb;mk;mg;ms;ml;mt;gv;mi;mr;mn;mfe;ne;new;nso;no;ny;oc;or;om;os;pam;ps;fa;pl;pt;pt-PT;pa;qu;ro;rn;ru;sm;sg;sa;gd;sr;crs;sn;sd;si;sk;sl;so;st;es;su;sw;ss;sv;tg;ta;tt;te;th;bo;ti;to;ts;tn;tum;tr;tk;uk;ur;ug;uz;ve;vi;war;cy;fy;wo;xh;yi;yo;zu","YouTube automatic captions present only; not harvested per user no-auto boundary.","BLOCKED_AUTO_CAPTIONS_ONLY","","","","C:\Users\13527\Desktop\ESO\HALL_COOP_LEY\MEDIA\03_DROP_TARGET_FOLDERS\AUDIO_OR_TRANSCRIPTS\PASSAGE_REWIND_AMERICAS_ASSIGNMENT\PART_13_13__wWuFC-HT8bA__Passage Rewind_ America's Assignment Part 13","No manual subtitles exposed. Automatic captions available but blocked."
"REPOST","Bill Cooper Today 2 channel videos pos 4","DEppNfkNHIY","Passage Rewind: America's Assignment - Bill Cooper (A Mercy Hunter Presentation)","https://www.youtube.com/watch?v=DEppNfkNHIY","Bill Cooper Today 2","Bill Cooper Today 2","1301","20211214","","ab;aa;af;ak;sq;am;ar;hy;as;ay;az;bn;ba;eu;be;bho;bs;br;bg;my;ca;ceb;zh-Hans;zh-Hant;co;hr;cs;da;dv;nl;dz;en-orig;en;eo;et;ee;fo;fj;fil;fi;fr;gaa;gl;lg;ka;de;el;gn;gu;ht;ha;haw;iw;hi;hmn;hu;is;ig;id;iu;ga;it;ja;jv;kl;kn;kk;kha;km;rw;ko;kri;ku;ky;lo;la;lv;ln;lt;lua;luo;lb;mk;mg;ms;ml;mt;gv;mi;mr;mn;mfe;ne;new;nso;no;ny;oc;or;om;os;pam;ps;fa;pl;pt;pt-PT;pa;qu;ro;rn;ru;sm;sg;sa;gd;sr;crs;sn;sd;si;sk;sl;so;st;es;su;sw;ss;sv;tg;ta;tt;te;th;bo;ti;to;ts;tn;tum;tr;tk;uk;ur;ug;uz;ve;vi;war;cy;fy;wo;xh;yi;yo;zu","YouTube automatic captions present only; not harvested per user no-auto boundary.","BLOCKED_AUTO_CAPTIONS_ONLY","","","","C:\Users\13527\Desktop\ESO\HALL_COOP_LEY\MEDIA\03_DROP_TARGET_FOLDERS\AUDIO_OR_TRANSCRIPTS\PASSAGE_REWIND_AMERICAS_ASSIGNMENT\REPOST_DEppNfkNHIY__DEppNfkNHIY__Passage Rewind_ America's Assignment - Bill Cooper (A Mercy Hunter Presentation)","No manual subtitles exposed. Automatic captions available but blocked."
"EXTRA","Mercy Hunter related","FimkiTQKH-k","All In the Name of World Heritage?","https://www.youtube.com/watch?v=FimkiTQKH-k","Mercy Hunter","Mercy Hunter","685","20220212","","","No manual or automatic captions exposed by yt-dlp metadata.","NO_CAPTIONS_EXPOSED","","","","C:\Users\13527\Desktop\ESO\HALL_COOP_LEY\MEDIA\03_DROP_TARGET_FOLDERS\AUDIO_OR_TRANSCRIPTS\PASSAGE_REWIND_AMERICAS_ASSIGNMENT\EXTRA_FimkiTQKH-k__FimkiTQKH-k__All In the Name of World Heritage_","No caption surface available."
"EXTRA","Mercy Hunter related","TapNP687Qeo","Who's the Plumed Serpent?","https://www.youtube.com/watch?v=TapNP687Qeo","Mercy Hunter","Mercy Hunter","844","20230416","","ab;aa;af;ak;sq;am;ar;hy;as;ay;az;bn;ba;eu;be;bho;bs;br;bg;my;ca;ceb;zh-Hans;zh-Hant;co;hr;cs;da;dv;nl;dz;en-orig;en;eo;et;ee;fo;fj;fil;fi;fr;gaa;gl;lg;ka;de;el;gn;gu;ht;ha;haw;iw;hi;hmn;hu;is;ig;id;iu;ga;it;ja;jv;kl;kn;kk;kha;km;rw;ko;kri;ku;ky;lo;la;lv;ln;lt;lua;luo;lb;mk;mg;ms;ml;mt;gv;mi;mr;mn;mfe;ne;new;nso;no;ny;oc;or;om;os;pam;ps;fa;pl;pt;pt-PT;pa;qu;ro;rn;ru;sm;sg;sa;gd;sr;crs;sn;sd;si;sk;sl;so;st;es;su;sw;ss;sv;tg;ta;tt;te;th;bo;ti;to;ts;tn;tum;tr;tk;uk;ur;ug;uz;ve;vi;war;cy;fy;wo;xh;yi;yo;zu","YouTube automatic captions present only; not harvested per user no-auto boundary.","BLOCKED_AUTO_CAPTIONS_ONLY","","","","C:\Users\13527\Desktop\ESO\HALL_COOP_LEY\MEDIA\03_DROP_TARGET_FOLDERS\AUDIO_OR_TRANSCRIPTS\PASSAGE_REWIND_AMERICAS_ASSIGNMENT\EXTRA_TapNP687Qeo__TapNP687Qeo__Who's the Plumed Serpent_","No manual subtitles exposed. Automatic captions available but blocked."
"EXTRA","Mercy Hunter related","sa-G1aQJh2s","Land of the Plumed Serpent?","https://www.youtube.com/watch?v=sa-G1aQJh2s","Mercy Hunter","Mercy Hunter","648","20230408","","ab;aa;af;ak;sq;am;ar;hy;as;ay;az;bn;ba;eu;be;bho;bs;br;bg;my;ca;ceb;zh-Hans;zh-Hant;co;hr;cs;da;dv;nl;dz;en-orig;en;eo;et;ee;fo;fj;fil;fi;fr;gaa;gl;lg;ka;de;el;gn;gu;ht;ha;haw;iw;hi;hmn;hu;is;ig;id;iu;ga;it;ja;jv;kl;kn;kk;kha;km;rw;ko;kri;ku;ky;lo;la;lv;ln;lt;lua;luo;lb;mk;mg;ms;ml;mt;gv;mi;mr;mn;mfe;ne;new;nso;no;ny;oc;or;om;os;pam;ps;fa;pl;pt;pt-PT;pa;qu;ro;rn;ru;sm;sg;sa;gd;sr;crs;sn;sd;si;sk;sl;so;st;es;su;sw;ss;sv;tg;ta;tt;te;th;bo;ti;to;ts;tn;tum;tr;tk;uk;ur;ug;uz;ve;vi;war;cy;fy;wo;xh;yi;yo;zu","YouTube automatic captions present only; not harvested per user no-auto boundary.","BLOCKED_AUTO_CAPTIONS_ONLY","","","","C:\Users\13527\Desktop\ESO\HALL_COOP_LEY\MEDIA\03_DROP_TARGET_FOLDERS\AUDIO_OR_TRANSCRIPTS\PASSAGE_REWIND_AMERICAS_ASSIGNMENT\EXTRA_sa-G1aQJh2s__sa-G1aQJh2s__Land of the Plumed Serpent_","No manual subtitles exposed. Automatic captions available but blocked."
"EXTRA","Mercy Hunter related","UOS8hvMv8r8","The Peabody Museum","https://www.youtube.com/watch?v=UOS8hvMv8r8","Mercy Hunter","Mercy Hunter","893","20230423","","ab;aa;af;ak;sq;am;ar;hy;as;ay;az;bn;ba;eu;be;bho;bs;br;bg;my;ca;ceb;zh-Hans;zh-Hant;co;hr;cs;da;dv;nl;dz;en-orig;en;eo;et;ee;fo;fj;fil;fi;fr;gaa;gl;lg;ka;de;el;gn;gu;ht;ha;haw;iw;hi;hmn;hu;is;ig;id;iu;ga;it;ja;jv;kl;kn;kk;kha;km;rw;ko;kri;ku;ky;lo;la;lv;ln;lt;lua;luo;lb;mk;mg;ms;ml;mt;gv;mi;mr;mn;mfe;ne;new;nso;no;ny;oc;or;om;os;pam;ps;fa;pl;pt;pt-PT;pa;qu;ro;rn;ru;sm;sg;sa;gd;sr;crs;sn;sd;si;sk;sl;so;st;es;su;sw;ss;sv;tg;ta;tt;te;th;bo;ti;to;ts;tn;tum;tr;tk;uk;ur;ug;uz;ve;vi;war;cy;fy;wo;xh;yi;yo;zu","YouTube automatic captions present only; not harvested per user no-auto boundary.","BLOCKED_AUTO_CAPTIONS_ONLY","","","","C:\Users\13527\Desktop\ESO\HALL_COOP_LEY\MEDIA\03_DROP_TARGET_FOLDERS\AUDIO_OR_TRANSCRIPTS\PASSAGE_REWIND_AMERICAS_ASSIGNMENT\EXTRA_UOS8hvMv8r8__UOS8hvMv8r8__The Peabody Museum","No manual subtitles exposed. Automatic captions available but blocked."
"EXTRA","Mercy Hunter related","mmU__lMogCA","Some Theories About the Mounds in America","https://www.youtube.com/watch?v=mmU__lMogCA","Mercy Hunter","Mercy Hunter","734","20230212","","ab;aa;af;ak;sq;am;ar;hy;as;ay;az;bn;ba;eu;be;bho;bs;br;bg;my;ca;ceb;zh-Hans;zh-Hant;co;hr;cs;da;dv;nl;dz;en-orig;en;eo;et;ee;fo;fj;fil;fi;fr;gaa;gl;lg;ka;de;el;gn;gu;ht;ha;haw;iw;hi;hmn;hu;is;ig;id;iu;ga;it;ja;jv;kl;kn;kk;kha;km;rw;ko;kri;ku;ky;lo;la;lv;ln;lt;lua;luo;lb;mk;mg;ms;ml;mt;gv;mi;mr;mn;mfe;ne;new;nso;no;ny;oc;or;om;os;pam;ps;fa;pl;pt;pt-PT;pa;qu;ro;rn;ru;sm;sg;sa;gd;sr;crs;sn;sd;si;sk;sl;so;st;es;su;sw;ss;sv;tg;ta;tt;te;th;bo;ti;to;ts;tn;tum;tr;tk;uk;ur;ug;uz;ve;vi;war;cy;fy;wo;xh;yi;yo;zu","YouTube automatic captions present only; not harvested per user no-auto boundary.","BLOCKED_AUTO_CAPTIONS_ONLY","","","","C:\Users\13527\Desktop\ESO\HALL_COOP_LEY\MEDIA\03_DROP_TARGET_FOLDERS\AUDIO_OR_TRANSCRIPTS\PASSAGE_REWIND_AMERICAS_ASSIGNMENT\EXTRA_mmU__lMogCA__mmU__lMogCA__Some Theories About the Mounds in America","No manual subtitles exposed. Automatic captions available but blocked."
"EXTRA","Mercy Hunter related","64ey0jGRDVY","Old Articles on the Mounds (1811 -1830's)","https://www.youtube.com/watch?v=64ey0jGRDVY","Mercy Hunter","Mercy Hunter","611","20230225","","ab;aa;af;ak;sq;am;ar;hy;as;ay;az;bn;ba;eu;be;bho;bs;br;bg;my;ca;ceb;zh-Hans;zh-Hant;co;hr;cs;da;dv;nl;dz;en-orig;en;eo;et;ee;fo;fj;fil;fi;fr;gaa;gl;lg;ka;de;el;gn;gu;ht;ha;haw;iw;hi;hmn;hu;is;ig;id;iu;ga;it;ja;jv;kl;kn;kk;kha;km;rw;ko;kri;ku;ky;lo;la;lv;ln;lt;lua;luo;lb;mk;mg;ms;ml;mt;gv;mi;mr;mn;mfe;ne;new;nso;no;ny;oc;or;om;os;pam;ps;fa;pl;pt;pt-PT;pa;qu;ro;rn;ru;sm;sg;sa;gd;sr;crs;sn;sd;si;sk;sl;so;st;es;su;sw;ss;sv;tg;ta;tt;te;th;bo;ti;to;ts;tn;tum;tr;tk;uk;ur;ug;uz;ve;vi;war;cy;fy;wo;xh;yi;yo;zu","YouTube automatic captions present only; not harvested per user no-auto boundary.","BLOCKED_AUTO_CAPTIONS_ONLY","","","","C:\Users\13527\Desktop\ESO\HALL_COOP_LEY\MEDIA\03_DROP_TARGET_FOLDERS\AUDIO_OR_TRANSCRIPTS\PASSAGE_REWIND_AMERICAS_ASSIGNMENT\EXTRA_64ey0jGRDVY__64ey0jGRDVY__Old Articles on the Mounds (1811 -1830's)","No manual subtitles exposed. Automatic captions available but blocked."
"EXTRA","Mercy Hunter related","YBYL2Ssy6SA","More Old Articles on the Mounds (1860's 1870's)","https://www.youtube.com/watch?v=YBYL2Ssy6SA","Mercy Hunter","Mercy Hunter","729","20230304","","ab;aa;af;ak;sq;am;ar;hy;as;ay;az;bn;ba;eu;be;bho;bs;br;bg;my;ca;ceb;zh-Hans;zh-Hant;co;hr;cs;da;dv;nl;dz;en-orig;en;eo;et;ee;fo;fj;fil;fi;fr;gaa;gl;lg;ka;de;el;gn;gu;ht;ha;haw;iw;hi;hmn;hu;is;ig;id;iu;ga;it;ja;jv;kl;kn;kk;kha;km;rw;ko;kri;ku;ky;lo;la;lv;ln;lt;lua;luo;lb;mk;mg;ms;ml;mt;gv;mi;mr;mn;mfe;ne;new;nso;no;ny;oc;or;om;os;pam;ps;fa;pl;pt;pt-PT;pa;qu;ro;rn;ru;sm;sg;sa;gd;sr;crs;sn;sd;si;sk;sl;so;st;es;su;sw;ss;sv;tg;ta;tt;te;th;bo;ti;to;ts;tn;tum;tr;tk;uk;ur;ug;uz;ve;vi;war;cy;fy;wo;xh;yi;yo;zu","YouTube automatic captions present only; not harvested per user no-auto boundary.","BLOCKED_AUTO_CAPTIONS_ONLY","","","","C:\Users\13527\Desktop\ESO\HALL_COOP_LEY\MEDIA\03_DROP_TARGET_FOLDERS\AUDIO_OR_TRANSCRIPTS\PASSAGE_REWIND_AMERICAS_ASSIGNMENT\EXTRA_YBYL2Ssy6SA__YBYL2Ssy6SA__More Old Articles on the Mounds (1860's 1870's)","No manual subtitles exposed. Automatic captions available but blocked."
"EXTRA","Mercy Hunter related","fS6AklkrPbw","Little Egypt on the Mississippi","https://www.youtube.com/watch?v=fS6AklkrPbw","Mercy Hunter","Mercy Hunter","848","20230311","","ab;aa;af;ak;sq;am;ar;hy;as;ay;az;bn;ba;eu;be;bho;bs;br;bg;my;ca;ceb;zh-Hans;zh-Hant;co;hr;cs;da;dv;nl;dz;en-orig;en;eo;et;ee;fo;fj;fil;fi;fr;gaa;gl;lg;ka;de;el;gn;gu;ht;ha;haw;iw;hi;hmn;hu;is;ig;id;iu;ga;it;ja;jv;kl;kn;kk;kha;km;rw;ko;kri;ku;ky;lo;la;lv;ln;lt;lua;luo;lb;mk;mg;ms;ml;mt;gv;mi;mr;mn;mfe;ne;new;nso;no;ny;oc;or;om;os;pam;ps;fa;pl;pt;pt-PT;pa;qu;ro;rn;ru;sm;sg;sa;gd;sr;crs;sn;sd;si;sk;sl;so;st;es;su;sw;ss;sv;tg;ta;tt;te;th;bo;ti;to;ts;tn;tum;tr;tk;uk;ur;ug;uz;ve;vi;war;cy;fy;wo;xh;yi;yo;zu","YouTube automatic captions present only; not harvested per user no-auto boundary.","BLOCKED_AUTO_CAPTIONS_ONLY","","","","C:\Users\13527\Desktop\ESO\HALL_COOP_LEY\MEDIA\03_DROP_TARGET_FOLDERS\AUDIO_OR_TRANSCRIPTS\PASSAGE_REWIND_AMERICAS_ASSIGNMENT\EXTRA_fS6AklkrPbw__fS6AklkrPbw__Little Egypt on the Mississippi","No manual subtitles exposed. Automatic captions available but blocked."
"EXTRA","Mercy Hunter related","eVMTKbmmqjo","More Speculations on the Mounds","https://www.youtube.com/watch?v=eVMTKbmmqjo","Mercy Hunter","Mercy Hunter","622","20230325","","ab;aa;af;ak;sq;am;ar;hy;as;ay;az;bn;ba;eu;be;bho;bs;br;bg;my;ca;ceb;zh-Hans;zh-Hant;co;hr;cs;da;dv;nl;dz;en-orig;en;eo;et;ee;fo;fj;fil;fi;fr;gaa;gl;lg;ka;de;el;gn;gu;ht;ha;haw;iw;hi;hmn;hu;is;ig;id;iu;ga;it;ja;jv;kl;kn;kk;kha;km;rw;ko;kri;ku;ky;lo;la;lv;ln;lt;lua;luo;lb;mk;mg;ms;ml;mt;gv;mi;mr;mn;mfe;ne;new;nso;no;ny;oc;or;om;os;pam;ps;fa;pl;pt;pt-PT;pa;qu;ro;rn;ru;sm;sg;sa;gd;sr;crs;sn;sd;si;sk;sl;so;st;es;su;sw;ss;sv;tg;ta;tt;te;th;bo;ti;to;ts;tn;tum;tr;tk;uk;ur;ug;uz;ve;vi;war;cy;fy;wo;xh;yi;yo;zu","YouTube automatic captions present only; not harvested per user no-auto boundary.","BLOCKED_AUTO_CAPTIONS_ONLY","","","","C:\Users\13527\Desktop\ESO\HALL_COOP_LEY\MEDIA\03_DROP_TARGET_FOLDERS\AUDIO_OR_TRANSCRIPTS\PASSAGE_REWIND_AMERICAS_ASSIGNMENT\EXTRA_eVMTKbmmqjo__eVMTKbmmqjo__More Speculations on the Mounds","No manual subtitles exposed. Automatic captions available but blocked."
